站点编号,时间,出力(MW)
f1,2023-8-1 0:00,2.2510321948901404
f1,2023-8-1 0:15,2.1745673859889085
f1,2023-8-1 0:30,2.897256655756068
f1,2023-8-1 0:45,2.495580209420465
f1,2023-8-1 1:00,1.910078512202743
f1,2023-8-1 1:15,1.5524801620632198
f1,2023-8-1 1:30,1.463265109343383
f1,2023-8-1 1:45,1.1026956658364715
f1,2023-8-1 2:00,1.0587088422465554
f1,2023-8-1 2:15,1.0562396687007225
f1,2023-8-1 2:30,0.9046271386482596
f1,2023-8-1 2:45,1.1971824812177536
f1,2023-8-1 3:00,1.768834020626457
f1,2023-8-1 3:15,2.3540856584762913
f1,2023-8-1 3:30,2.374166418918783
f1,2023-8-1 3:45,2.618839643984655
f1,2023-8-1 4:00,2.4763921394127033
f1,2023-8-1 4:15,2.307227973881463
f1,2023-8-1 4:30,2.3699381115245632
f1,2023-8-1 4:45,2.5124571470188606
f1,2023-8-1 5:00,2.501906505379705
f1,2023-8-1 5:15,2.515783986034906
f1,2023-8-1 5:30,4.199742518881047
f1,2023-8-1 5:45,4.172318514768951
f1,2023-8-1 6:00,4.255534502068344
f1,2023-8-1 6:15,4.042919913997349
f1,2023-8-1 6:30,3.8963133176103693
f1,2023-8-1 6:45,4.222612709506136
f1,2023-8-1 7:00,4.209824126196262
f1,2023-8-1 7:15,4.571509731965053
f1,2023-8-1 7:30,3.3679979162675306
f1,2023-8-1 7:45,3.609786466339731
f1,2023-8-1 8:00,3.554680265352213
f1,2023-8-1 8:15,3.3804491872681095
f1,2023-8-1 8:30,3.323914988733993
f1,2023-8-1 8:45,3.453824209289061
f1,2023-8-1 9:00,4.834364512213618
f1,2023-8-1 9:15,4.723009719612043
f1,2023-8-1 9:30,5.24816639412291
f1,2023-8-1 9:45,5.657180332405211
f1,2023-8-1 10:00,4.724055613523439
f1,2023-8-1 10:15,4.187504469680905
f1,2023-8-1 10:30,4.570830190166958
f1,2023-8-1 10:45,5.440083418423213
f1,2023-8-1 11:00,5.817072707490749
f1,2023-8-1 11:15,5.688974426729424
f1,2023-8-1 11:30,4.506766988308388
f1,2023-8-1 11:45,4.23525222443662
f1,2023-8-1 12:00,3.8952814855915285
f1,2023-8-1 12:15,3.1453543505556496
f1,2023-8-1 12:30,3.032017646769825
f1,2023-8-1 12:45,2.7168159768798392
f1,2023-8-1 13:00,3.173322865532048
f1,2023-8-1 13:15,1.8963190106961445
f1,2023-8-1 13:30,1.83456510445818
f1,2023-8-1 13:45,2.297620978936202
f1,2023-8-1 14:00,2.2579900276581966
f1,2023-8-1 14:15,2.633753777406357
f1,2023-8-1 14:30,1.9082555227022864
f1,2023-8-1 14:45,1.9561725665280745
f1,2023-8-1 15:00,1.7556596468364116
f1,2023-8-1 15:15,1.347037248358637
f1,2023-8-1 15:30,1.498942462697876
f1,2023-8-1 15:45,2.1475562103233137
f1,2023-8-1 16:00,2.346805863183914
f1,2023-8-1 16:15,3.868122437447037
f1,2023-8-1 16:30,4.693714485713497
f1,2023-8-1 16:45,4.608869940348186
f1,2023-8-1 17:00,4.840637183725681
f1,2023-8-1 17:15,5.025555035008098
f1,2023-8-1 17:30,4.727244574617228
f1,2023-8-1 17:45,4.594406373113385
f1,2023-8-1 18:00,5.007383004209791
f1,2023-8-1 18:15,6.075744657480917
f1,2023-8-1 18:30,6.275372588166793
f1,2023-8-1 18:45,8.837759051419834
f1,2023-8-1 19:00,9.098859160051028
f1,2023-8-1 19:15,8.44832995422528
f1,2023-8-1 19:30,7.228832073664889
f1,2023-8-1 19:45,7.580664172707604
f1,2023-8-1 20:00,8.088974880366651
f1,2023-8-1 20:15,7.932952999394122
f1,2023-8-1 20:30,8.765360722137359
f1,2023-8-1 20:45,8.922572679381739
f1,2023-8-1 21:00,9.198066089375692
f1,2023-8-1 21:15,7.599681188435761
f1,2023-8-1 21:30,8.739452326771907
f1,2023-8-1 21:45,8.963182855093597
f1,2023-8-1 22:00,9.225241756416333
f1,2023-8-1 22:15,10.281814353452353
f1,2023-8-1 22:30,12.526041293716444
f1,2023-8-1 22:45,11.037890272684995
f1,2023-8-1 23:00,11.776578527429978
f1,2023-8-1 23:15,12.111630248601719
f1,2023-8-1 23:30,15.083736348325457
f1,2023-8-1 23:45,15.911550298942716
f1,2023-8-2 0:00,13.733001398868618
f1,2023-8-2 0:15,13.368570985349637
f1,2023-8-2 0:30,13.60401329327911
f1,2023-8-2 0:45,11.20791187245589
f1,2023-8-2 1:00,10.631166209465894
f1,2023-8-2 1:15,6.5567355994888805
f1,2023-8-2 1:30,6.102002536576735
f1,2023-8-2 1:45,6.0703596485421185
f1,2023-8-2 2:00,5.446927602159321
f1,2023-8-2 2:15,5.10499244299402
f1,2023-8-2 2:30,5.135418703927372
f1,2023-8-2 2:45,4.406417023888015
f1,2023-8-2 3:00,3.109922162254461
f1,2023-8-2 3:15,2.5189831360349975
f1,2023-8-2 3:30,1.7975958432286079
f1,2023-8-2 3:45,2.0022676675940003
f1,2023-8-2 4:00,2.049207781699147
f1,2023-8-2 4:15,2.448911953660162
f1,2023-8-2 4:30,4.252401427028623
f1,2023-8-2 4:45,5.3302791141333135
f1,2023-8-2 5:00,9.765533636952336
f1,2023-8-2 5:15,8.74649241634802
f1,2023-8-2 5:30,7.9793995868665215
f1,2023-8-2 5:45,7.2880095612628635
f1,2023-8-2 6:00,7.548560363915396
f1,2023-8-2 6:15,7.919467093568724
f1,2023-8-2 6:30,3.5196418874613067
f1,2023-8-2 6:45,3.07169106546627
f1,2023-8-2 7:00,2.6535815898533635
f1,2023-8-2 7:15,1.4490079336138766
f1,2023-8-2 7:30,1.5789578483127578
f1,2023-8-2 7:45,2.4947602728074973
f1,2023-8-2 8:00,3.168989954746045
f1,2023-8-2 8:15,4.394264618073286
f1,2023-8-2 8:30,5.992707346904175
f1,2023-8-2 8:45,8.077877961949772
f1,2023-8-2 9:00,7.591593710184607
f1,2023-8-2 9:15,7.938795956317722
f1,2023-8-2 9:30,7.823692872139933
f1,2023-8-2 9:45,7.421586527764106
f1,2023-8-2 10:00,8.035051367412176
f1,2023-8-2 10:15,9.38646073323093
f1,2023-8-2 10:30,9.851178365662664
f1,2023-8-2 10:45,9.524752146247154
f1,2023-8-2 11:00,7.926594666874627
f1,2023-8-2 11:15,7.560546614152444
f1,2023-8-2 11:30,7.246040607084937
f1,2023-8-2 11:45,6.549863349734845
f1,2023-8-2 12:00,4.528440344849784
f1,2023-8-2 12:15,3.6571114358373067
f1,2023-8-2 12:30,3.212727474990748
f1,2023-8-2 12:45,2.8108146374069594
f1,2023-8-2 13:00,2.081796944081994
f1,2023-8-2 13:15,2.8105708019716538
f1,2023-8-2 13:30,2.4762777644404905
f1,2023-8-2 13:45,3.0236999809664304
f1,2023-8-2 14:00,4.531106127698906
f1,2023-8-2 14:15,7.315407695752992
f1,2023-8-2 14:30,6.750685625900759
f1,2023-8-2 14:45,7.412883264300596
f1,2023-8-2 15:00,6.288276686145477
f1,2023-8-2 15:15,4.267952530155205
f1,2023-8-2 15:30,3.116785587773244
f1,2023-8-2 15:45,4.524502069198275
f1,2023-8-2 16:00,5.192920838648355
f1,2023-8-2 16:15,5.758607209546945
f1,2023-8-2 16:30,6.202771083682248
f1,2023-8-2 16:45,10.64843892594295
f1,2023-8-2 17:00,11.422145178201811
f1,2023-8-2 17:15,9.868637320361659
f1,2023-8-2 17:30,9.315806514945159
f1,2023-8-2 17:45,7.057722695129189
f1,2023-8-2 18:00,6.328631130562736
f1,2023-8-2 18:15,6.112066826475345
f1,2023-8-2 18:30,7.395334730001513
f1,2023-8-2 18:45,9.44679529367649
f1,2023-8-2 19:00,11.504297094432653
f1,2023-8-2 19:15,4.876207695570859
f1,2023-8-2 19:30,3.746614788823407
f1,2023-8-2 19:45,3.265048532779898
f1,2023-8-2 20:00,2.4481793790750763
f1,2023-8-2 20:15,2.5686115340967484
f1,2023-8-2 20:30,2.7287314029062153
f1,2023-8-2 20:45,2.7215651929213895
f1,2023-8-2 21:00,2.530249592282383
f1,2023-8-2 21:15,1.5049686646812503
f1,2023-8-2 21:30,1.5145698880729606
f1,2023-8-2 21:45,0.9718569605538847
f1,2023-8-2 22:00,0.08927475021807278
f1,2023-8-2 22:15,0.8111463480270488
f1,2023-8-2 22:30,0.9614066869594354
f1,2023-8-2 22:45,1.0978206173435816
f1,2023-8-2 23:00,1.3653950816402445
f1,2023-8-2 23:15,0.7093235904010554
f1,2023-8-2 23:30,0.5975012488707631
f1,2023-8-2 23:45,1.778151009467022
f1,2023-8-3 0:00,2.085003717131061
f1,2023-8-3 0:15,0.9461383026333562
f1,2023-8-3 0:30,0.9164887763934089
f1,2023-8-3 0:45,1.5173896285378519
f1,2023-8-3 1:00,1.540790415937173
f1,2023-8-3 1:15,2.2150889941728527
f1,2023-8-3 1:30,2.6480344725809575
f1,2023-8-3 1:45,1.3974136339709435
f1,2023-8-3 2:00,0.7421834421469286
f1,2023-8-3 2:15,0.626360115266065
f1,2023-8-3 2:30,0.3527016559267843
f1,2023-8-3 2:45,0.9024039569775669
f1,2023-8-3 3:00,1.4706236632608745
f1,2023-8-3 3:15,2.163408782731087
f1,2023-8-3 3:30,2.806300295692545
f1,2023-8-3 3:45,2.9540120554355673
f1,2023-8-3 4:00,2.894452298735148
f1,2023-8-3 4:15,2.511773283004939
f1,2023-8-3 4:30,2.874877694170813
f1,2023-8-3 4:45,3.234151130962711
f1,2023-8-3 5:00,3.0230430012298712
f1,2023-8-3 5:15,2.493807965797244
f1,2023-8-3 5:30,2.7088656487783904
f1,2023-8-3 5:45,2.0974132621591735
f1,2023-8-3 6:00,2.4411248046519347
f1,2023-8-3 6:15,3.760709907289496
f1,2023-8-3 6:30,3.9549765676689828
f1,2023-8-3 6:45,3.5388048291385172
f1,2023-8-3 7:00,4.17748478248522
f1,2023-8-3 7:15,4.232596782792563
f1,2023-8-3 7:30,2.468157216977372
f1,2023-8-3 7:45,3.056143183294345
f1,2023-8-3 8:00,3.0770332339724646
f1,2023-8-3 8:15,2.839113193235704
f1,2023-8-3 8:30,2.4517404724545604
f1,2023-8-3 8:45,2.76623980593124
f1,2023-8-3 9:00,2.9002758457043356
f1,2023-8-3 9:15,2.831374079701798
f1,2023-8-3 9:30,2.293023898413884
f1,2023-8-3 9:45,3.184076618341384
f1,2023-8-3 10:00,2.7199985690024673
f1,2023-8-3 10:15,3.1631763092572975
f1,2023-8-3 10:30,4.0802974832134815
f1,2023-8-3 10:45,4.167105218254486
f1,2023-8-3 11:00,3.954952478889023
f1,2023-8-3 11:15,5.19890342960524
f1,2023-8-3 11:30,4.82783436267792
f1,2023-8-3 11:45,4.038714410911135
f1,2023-8-3 12:00,3.748554013431756
f1,2023-8-3 12:15,2.7571083167726282
f1,2023-8-3 12:30,2.6403298636985904
f1,2023-8-3 12:45,3.147586116749109
f1,2023-8-3 13:00,3.0784929579387885
f1,2023-8-3 13:15,3.1167966509173013
f1,2023-8-3 13:30,2.724790772317766
f1,2023-8-3 13:45,2.7183925161173903
f1,2023-8-3 14:00,2.644340521426866
f1,2023-8-3 14:15,2.36686113249826
f1,2023-8-3 14:30,1.9087349620939762
f1,2023-8-3 14:45,1.557951274023618
f1,2023-8-3 15:00,1.7355791873105968
f1,2023-8-3 15:15,0.5355418730403021
f1,2023-8-3 15:30,0.5481748233457359
f1,2023-8-3 15:45,0.25365363183675843
f1,2023-8-3 16:00,0.5733027425705999
f1,2023-8-3 16:15,-0.3662273922494201
f1,2023-8-3 16:30,1.4555131077114607
f1,2023-8-3 16:45,3.779003380414602
f1,2023-8-3 17:00,4.002236406745723
f1,2023-8-3 17:15,4.734025745000127
f1,2023-8-3 17:30,3.9396047548860804
