站点编号,时间,出力(MW)
f1,2023-5-1 0:00,5.221815580340716
f1,2023-5-1 0:15,4.884382575955927
f1,2023-5-1 0:30,5.1094221074577515
f1,2023-5-1 0:45,6.0633616073366285
f1,2023-5-1 1:00,6.691665123020709
f1,2023-5-1 1:15,6.66077551996757
f1,2023-5-1 1:30,6.18046134177247
f1,2023-5-1 1:45,6.290615417111336
f1,2023-5-1 2:00,5.417052806236209
f1,2023-5-1 2:15,5.712524461326816
f1,2023-5-1 2:30,4.862575817519896
f1,2023-5-1 2:45,5.969569963640834
f1,2023-5-1 3:00,6.217327287262726
f1,2023-5-1 3:15,6.10843981842194
f1,2023-5-1 3:30,5.8917508210420175
f1,2023-5-1 3:45,6.044142187819165
f1,2023-5-1 4:00,5.98586183884407
f1,2023-5-1 4:15,6.006858668181397
f1,2023-5-1 4:30,6.225829233184076
f1,2023-5-1 4:45,6.358749143671431
f1,2023-5-1 5:00,6.415780440009384
f1,2023-5-1 5:15,6.729232159356818
f1,2023-5-1 5:30,6.904313311842579
f1,2023-5-1 5:45,6.910199673225612
f1,2023-5-1 6:00,6.897565778635976
f1,2023-5-1 6:15,6.701069024001342
f1,2023-5-1 6:30,6.982052875605067
f1,2023-5-1 6:45,7.498613366493797
f1,2023-5-1 7:00,7.590272042957338
f1,2023-5-1 7:15,6.937597760919996
f1,2023-5-1 7:30,6.317639676947663
f1,2023-5-1 7:45,6.583974825647489
f1,2023-5-1 8:00,6.559365760021524
f1,2023-5-1 8:15,6.8722737898409365
f1,2023-5-1 8:30,7.226357067554557
f1,2023-5-1 8:45,8.046175162772085
f1,2023-5-1 9:00,7.77920929934623
f1,2023-5-1 9:15,8.21719049730581
f1,2023-5-1 9:30,8.040500413020673
f1,2023-5-1 9:45,7.910275955616876
f1,2023-5-1 10:00,7.789378182957088
f1,2023-5-1 10:15,7.290760730865937
f1,2023-5-1 10:30,5.785192197236834
f1,2023-5-1 10:45,6.267527935944233
f1,2023-5-1 11:00,5.813468327397248
f1,2023-5-1 11:15,7.075110312227843
f1,2023-5-1 11:30,6.231864132142089
f1,2023-5-1 11:45,6.129029424665188
f1,2023-5-1 12:00,7.514011120914508
f1,2023-5-1 12:15,7.911596316550921
f1,2023-5-1 12:30,8.747900373285724
f1,2023-5-1 12:45,8.516026903013044
f1,2023-5-1 13:00,8.670243840030384
f1,2023-5-1 13:15,8.38888555092877
f1,2023-5-1 13:30,8.851152645106593
f1,2023-5-1 13:45,10.050129215314053
f1,2023-5-1 14:00,9.603610255279543
f1,2023-5-1 14:15,11.238670657690188
f1,2023-5-1 14:30,12.51529478605186
