站点编号,时间,出力(MW)
f1,2023-5-1 0:00,6.066289006479541
f1,2023-5-1 0:15,6.158055169801857
f1,2023-5-1 0:30,6.447102267939458
f1,2023-5-1 0:45,6.56364549724384
f1,2023-5-1 1:00,6.5332518630285605
f1,2023-5-1 1:15,6.847914309339844
f1,2023-5-1 1:30,6.936682130841018
f1,2023-5-1 1:45,6.208198209562957
f1,2023-5-1 2:00,6.0538920482384695
f1,2023-5-1 2:15,6.08114791707532
f1,2023-5-1 2:30,6.08114791707532
f1,2023-5-1 2:45,6.55493401287269
f1,2023-5-1 3:00,5.828910216638393
f1,2023-5-1 3:15,5.931008033222431
f1,2023-5-1 3:30,5.990109363108927
f1,2023-5-1 3:45,5.469923956306696
f1,2023-5-1 4:00,5.52410331934338
f1,2023-5-1 4:15,5.52410331934338
f1,2023-5-1 4:30,5.694233681038317
f1,2023-5-1 4:45,5.694233681038317
f1,2023-5-1 5:00,6.1043398834229015
f1,2023-5-1 5:15,6.265374425958317
f1,2023-5-1 5:30,6.292220559591774
f1,2023-5-1 5:45,6.248204692286317
f1,2023-5-1 6:00,6.138629419541823
f1,2023-5-1 6:15,6.11487493879029
f1,2023-5-1 6:30,6.11487493879029
f1,2023-5-1 6:45,6.056186768927242
f1,2023-5-1 7:00,5.990970190131167
f1,2023-5-1 7:15,6.000139610944165
f1,2023-5-1 7:30,5.917536527315552
f1,2023-5-1 7:45,5.90417424478138
f1,2023-5-1 8:00,5.884496590624736
f1,2023-5-1 8:15,5.855505972934665
f1,2023-5-1 8:30,5.8304396159327405
f1,2023-5-1 8:45,6.201922720689928
f1,2023-5-1 9:00,6.361755482229494
f1,2023-5-1 9:15,6.394558358236669
f1,2023-5-1 9:30,6.394558358236669
f1,2023-5-1 9:45,6.209916957963868
f1,2023-5-1 10:00,5.73493805026668
f1,2023-5-1 10:15,5.346483561330248
f1,2023-5-1 10:30,4.9638579456898375
f1,2023-5-1 10:45,4.524245892843734
f1,2023-5-1 11:00,4.8603922118058716
f1,2023-5-1 11:15,5.22111972618943
f1,2023-5-1 11:30,5.532640366172048
f1,2023-5-1 11:45,5.9451682156191135
f1,2023-5-1 12:00,5.9301471242814685
f1,2023-5-1 12:15,6.195624305020497
f1,2023-5-1 12:30,6.508693428872509
f1,2023-5-1 12:45,6.591646535941168
f1,2023-5-1 13:00,6.883151090694179
f1,2023-5-1 13:15,7.164599768814304
f1,2023-5-1 13:30,7.611475588898756
f1,2023-5-1 13:45,7.599013565919738
f1,2023-5-1 14:00,8.077419794024923
f1,2023-5-1 14:15,8.239798763493846
f1,2023-5-1 14:30,8.985866632816952
f1,2023-5-1 14:45,9.780521368382875
f1,2023-5-1 15:00,9.895535682303436
f1,2023-5-1 15:15,9.889732846158429
f1,2023-5-1 15:30,9.519440140349882
f1,2023-5-1 15:45,9.238125540474083
f1,2023-5-1 16:00,8.213973175049276
f1,2023-5-1 16:15,8.014681057960049
f1,2023-5-1 16:30,8.259956825624311
f1,2023-5-1 16:45,8.236508157793487
f1,2023-5-1 17:00,8.36537411310162
f1,2023-5-1 17:15,8.168749572137854
f1,2023-5-1 17:30,8.172382521279133
f1,2023-5-1 17:45,8.239747311510564
f1,2023-5-1 18:00,8.315532158000444
f1,2023-5-1 18:15,8.510691108637417
f1,2023-5-1 18:30,8.71417781177536
f1,2023-5-1 18:45,8.938829196172833
