站点编号,时间,出力(MW)
f1,2023-5-1 0:00,4.547004814948551
f1,2023-5-1 0:15,3.939431768078304
f1,2023-5-1 0:30,4.176314220634459
f1,2023-5-1 0:45,5.48960294439793
f1,2023-5-1 1:00,6.262773968675936
f1,2023-5-1 1:15,6.480585733028069
f1,2023-5-1 1:30,6.438849837840593
f1,2023-5-1 1:45,6.286479866116971
f1,2023-5-1 2:00,6.035235407943277
f1,2023-5-1 2:15,6.074472959219964
f1,2023-5-1 2:30,5.496643656650307
f1,2023-5-1 2:45,6.529168223114624
f1,2023-5-1 3:00,6.188483255343766
f1,2023-5-1 3:15,6.124293125860444
f1,2023-5-1 3:30,6.2364080839013125
f1,2023-5-1 3:45,6.320113026728021
f1,2023-5-1 4:00,6.9304048127401225
f1,2023-5-1 4:15,7.0603856929575235
f1,2023-5-1 4:30,7.1718315568273345
f1,2023-5-1 4:45,7.051989439948315
f1,2023-5-1 5:00,7.211856498781489
f1,2023-5-1 5:15,7.302322198316445
f1,2023-5-1 5:30,6.882003374027721
f1,2023-5-1 5:45,6.923674653423057
f1,2023-5-1 6:00,6.5724345966053015
f1,2023-5-1 6:15,6.454644425309376
f1,2023-5-1 6:30,6.216387125947384
f1,2023-5-1 6:45,6.263750447765868
f1,2023-5-1 7:00,6.687069905046979
f1,2023-5-1 7:15,6.817948507613651
f1,2023-5-1 7:30,6.596419779147319
f1,2023-5-1 7:45,7.36949234309951
f1,2023-5-1 8:00,7.2663517316005946
f1,2023-5-1 8:15,7.349130918166682
f1,2023-5-1 8:30,7.455080971018691
f1,2023-5-1 8:45,8.289781794336156
f1,2023-5-1 9:00,8.711517520808174
f1,2023-5-1 9:15,9.164625188568804
f1,2023-5-1 9:30,9.12486152216386
f1,2023-5-1 9:45,8.166637214892694
f1,2023-5-1 10:00,7.669370746861998
f1,2023-5-1 10:15,7.654718211202282
f1,2023-5-1 10:30,6.001339087523754
f1,2023-5-1 10:45,5.947778615449706
f1,2023-5-1 11:00,5.225498144112977
f1,2023-5-1 11:15,6.4042117886944245
f1,2023-5-1 11:30,6.241329726617874
f1,2023-5-1 11:45,6.319388000258384
f1,2023-5-1 12:00,7.196042455570468
f1,2023-5-1 12:15,7.605464674097586
f1,2023-5-1 12:30,7.713575374384025
f1,2023-5-1 12:45,7.65387353476211
f1,2023-5-1 13:00,7.85843722484599
f1,2023-5-1 13:15,7.478852225181001
f1,2023-5-1 13:30,7.9419650522470056
f1,2023-5-1 13:45,9.431781299945632
f1,2023-5-1 14:00,9.548632773752066
f1,2023-5-1 14:15,10.713116738015207
f1,2023-5-1 14:30,11.905860493024148
f1,2023-5-1 14:45,12.351520385140526
f1,2023-5-1 15:00,11.357199013665138
f1,2023-5-1 15:15,10.16453698230094
f1,2023-5-1 15:30,10.432498503108928
f1,2023-5-1 15:45,10.7253705500106
f1,2023-5-1 16:00,9.790958351964266
f1,2023-5-1 16:15,10.060359459737468
f1,2023-5-1 16:30,8.750164462625994
f1,2023-5-1 16:45,9.002671662733851
f1,2023-5-1 17:00,8.74600925878235
f1,2023-5-1 17:15,9.12078101626903
f1,2023-5-1 17:30,9.254558349388365
f1,2023-5-1 17:45,9.720658788894136
f1,2023-5-1 18:00,9.92805558214309
f1,2023-5-1 18:15,11.412698830814385
f1,2023-5-1 18:30,11.633590573619264
f1,2023-5-1 18:45,12.00729460706026
f1,2023-5-1 19:00,11.712517130151907
f1,2023-5-1 19:15,11.7289849094108
f1,2023-5-1 19:30,11.870731462193433
f1,2023-5-1 19:45,12.142447826498227
