站点编号,时间,出力(MW)
f1,2023-5-1 0:00,5.667821848110818
f1,2023-5-1 0:15,4.777382027208488
f1,2023-5-1 0:30,4.970960698413756
f1,2023-5-1 0:45,6.183783269261904
f1,2023-5-1 1:00,7.146251590271954
f1,2023-5-1 1:15,6.965521908799551
f1,2023-5-1 1:30,6.776468201970897
f1,2023-5-1 1:45,6.590062987849579
f1,2023-5-1 2:00,6.659617302600196
f1,2023-5-1 2:15,6.813287784757292
f1,2023-5-1 2:30,6.04646494828205
f1,2023-5-1 2:45,6.816581672810201
f1,2023-5-1 3:00,6.295848634643707
f1,2023-5-1 3:15,6.318546253674756
f1,2023-5-1 3:30,6.359426074715551
f1,2023-5-1 3:45,6.7512414017191595
f1,2023-5-1 4:00,6.830862015992326
f1,2023-5-1 4:15,6.873400383380349
f1,2023-5-1 4:30,6.967103913041346
f1,2023-5-1 4:45,6.928157799612113
f1,2023-5-1 5:00,7.059018928595098
f1,2023-5-1 5:15,7.343203489947264
f1,2023-5-1 5:30,7.115672630841473
f1,2023-5-1 5:45,6.349590970356208
f1,2023-5-1 6:00,6.412417511516018
f1,2023-5-1 6:15,6.450865806040284
f1,2023-5-1 6:30,6.616734638625999
f1,2023-5-1 6:45,6.506729729628404
f1,2023-5-1 7:00,6.6206710081092615
f1,2023-5-1 7:15,7.109436832930328
f1,2023-5-1 7:30,6.884555883526848
f1,2023-5-1 7:45,7.0563117802636866
f1,2023-5-1 8:00,6.984294429870147
f1,2023-5-1 8:15,6.797570311261057
f1,2023-5-1 8:30,6.798172434082552
f1,2023-5-1 8:45,7.385562640549975
f1,2023-5-1 9:00,7.6179334735866115
f1,2023-5-1 9:15,8.069145243547501
f1,2023-5-1 9:30,8.063061202408077
f1,2023-5-1 9:45,7.525064899440615
f1,2023-5-1 10:00,7.300180949796686
f1,2023-5-1 10:15,7.694466535525183
f1,2023-5-1 10:30,5.962575909380294
f1,2023-5-1 10:45,5.517712662324364
f1,2023-5-1 11:00,5.506406465718485
f1,2023-5-1 11:15,6.483405784774693
f1,2023-5-1 11:30,6.713449441275358
f1,2023-5-1 11:45,6.680982753055109
f1,2023-5-1 12:00,7.831367986037975
f1,2023-5-1 12:15,8.256148316881594
f1,2023-5-1 12:30,8.68924299085217
f1,2023-5-1 12:45,8.377387276232499
f1,2023-5-1 13:00,8.46191110515997
f1,2023-5-1 13:15,8.29350123222086
f1,2023-5-1 13:30,8.383558537996272
f1,2023-5-1 13:45,9.592100543548908
f1,2023-5-1 14:00,9.746821830701737
f1,2023-5-1 14:15,11.264933734681863
f1,2023-5-1 14:30,12.235248248930587
f1,2023-5-1 14:45,12.368119783040848
f1,2023-5-1 15:00,11.821359251707491
