站点编号,时间,出力(MW)
f1,2023-5-1 0:00,13.178284177441162
f1,2023-5-1 0:15,3.466689683344968
f1,2023-5-1 0:30,3.943899358171954
f1,2023-5-1 0:45,3.553509265346062
f1,2023-5-1 1:00,5.121068145617
f1,2023-5-1 1:15,8.281729075665176
f1,2023-5-1 1:30,8.145181106836446
f1,2023-5-1 1:45,6.476433833092223
f1,2023-5-1 2:00,5.823082176937723
f1,2023-5-1 2:15,5.461128656323307
f1,2023-5-1 2:30,5.1105225097592
f1,2023-5-1 2:45,5.415738314058824
f1,2023-5-1 3:00,5.942400258273
f1,2023-5-1 3:15,6.208459484724221
f1,2023-5-1 3:30,6.044989006173538
f1,2023-5-1 3:45,5.630940800746502
f1,2023-5-1 4:00,5.198053410991104
f1,2023-5-1 4:15,5.227374475764191
f1,2023-5-1 4:30,5.096260505932801
f1,2023-5-1 4:45,5.134689582765257
f1,2023-5-1 5:00,5.3036901777207675
f1,2023-5-1 5:15,6.516991384319743
f1,2023-5-1 5:30,6.873631853427409
f1,2023-5-1 5:45,7.634262741636462
f1,2023-5-1 6:00,7.84059341190178
f1,2023-5-1 6:15,8.4163415554925
f1,2023-5-1 6:30,8.664169723876817
f1,2023-5-1 6:45,7.995068271035877
f1,2023-5-1 7:00,7.543258133750728
f1,2023-5-1 7:15,7.349334345818218
f1,2023-5-1 7:30,7.475854624478882
f1,2023-5-1 7:45,7.491014206438278
f1,2023-5-1 8:00,8.120075170999067
f1,2023-5-1 8:15,8.74002189652303
f1,2023-5-1 8:30,7.944767083504353
f1,2023-5-1 8:45,7.893007170391167
f1,2023-5-1 9:00,8.167529179725383
f1,2023-5-1 9:15,7.203863791426708
f1,2023-5-1 9:30,7.21321806139407
f1,2023-5-1 9:45,6.737417597597085
f1,2023-5-1 10:00,6.120997683373753
f1,2023-5-1 10:15,6.3671156596613345
f1,2023-5-1 10:30,5.332233093912137
f1,2023-5-1 10:45,5.5412708293790685
f1,2023-5-1 11:00,5.709198363314118
f1,2023-5-1 11:15,5.749221266546316
f1,2023-5-1 11:30,4.731553117779884
f1,2023-5-1 11:45,4.7528592180514755
f1,2023-5-1 12:00,5.071464425145574
f1,2023-5-1 12:15,5.265762447483891
f1,2023-5-1 12:30,6.020696536234504
f1,2023-5-1 12:45,6.2206262300723285
f1,2023-5-1 13:00,6.542497483850374
f1,2023-5-1 13:15,7.193907530454768
f1,2023-5-1 13:30,8.336084780691214
f1,2023-5-1 13:45,9.574873450998291
f1,2023-5-1 14:00,10.089067179084376
f1,2023-5-1 14:15,11.272546871677743
f1,2023-5-1 14:30,11.82384787625422
f1,2023-5-1 14:45,13.340328171253473
f1,2023-5-1 15:00,13.724707295225537
f1,2023-5-1 15:15,13.84751243889023
f1,2023-5-1 15:30,13.474749388855594
f1,2023-5-1 15:45,13.199397897398278
f1,2023-5-1 16:00,13.17657105028484
