站点编号,时间,出力(MW)
f1,2023-5-1 0:00,5.996997422608231
f1,2023-5-1 0:15,5.904213299008809
f1,2023-5-1 0:30,6.3321539571829515
f1,2023-5-1 0:45,6.546048089875342
f1,2023-5-1 1:00,6.54236504344558
f1,2023-5-1 1:15,6.599047462112068
f1,2023-5-1 1:30,6.657107918207001
f1,2023-5-1 1:45,6.372985486318603
f1,2023-5-1 2:00,6.150046567020309
f1,2023-5-1 2:15,6.186816824264915
f1,2023-5-1 2:30,6.1630670388106825
f1,2023-5-1 2:45,7.0106579511415195
f1,2023-5-1 3:00,5.871850167899629
f1,2023-5-1 3:15,6.021804260630331
f1,2023-5-1 3:30,6.025517641250105
f1,2023-5-1 3:45,5.458260206474497
f1,2023-5-1 4:00,5.458260206474497
f1,2023-5-1 4:15,5.4345834464400955
f1,2023-5-1 4:30,5.464031213229967
f1,2023-5-1 4:45,5.487707973264369
f1,2023-5-1 5:00,5.949940861570825
f1,2023-5-1 5:15,6.0898052979257615
f1,2023-5-1 5:30,6.108963077968543
f1,2023-5-1 5:45,6.059024611488069
f1,2023-5-1 6:00,5.920407511108111
f1,2023-5-1 6:15,5.909932540653443
f1,2023-5-1 6:30,5.909932540653443
f1,2023-5-1 6:45,5.865970904754484
f1,2023-5-1 7:00,5.771563156318651
f1,2023-5-1 7:15,5.782440534498545
f1,2023-5-1 7:30,5.680960202578767
f1,2023-5-1 7:45,5.7315526658354585
f1,2023-5-1 8:00,5.572381614475722
f1,2023-5-1 8:15,5.552875388912451
f1,2023-5-1 8:30,5.621644284699679
f1,2023-5-1 8:45,5.785667468689344
f1,2023-5-1 9:00,5.816744880589162
f1,2023-5-1 9:15,5.932771763337119
f1,2023-5-1 9:30,6.088281060505201
f1,2023-5-1 9:45,6.0774060059257495
f1,2023-5-1 10:00,5.642930896559239
f1,2023-5-1 10:15,5.232327024504016
f1,2023-5-1 10:30,4.903510450624221
f1,2023-5-1 10:45,4.758278041640762
f1,2023-5-1 11:00,4.972802638251485
f1,2023-5-1 11:15,5.249077923675388
f1,2023-5-1 11:30,5.5456981691421765
f1,2023-5-1 11:45,5.984750887043669
f1,2023-5-1 12:00,5.967531276771888
f1,2023-5-1 12:15,6.253652571831388
f1,2023-5-1 12:30,6.455167292396357
f1,2023-5-1 12:45,6.467760942444107
f1,2023-5-1 13:00,6.521199707356679
f1,2023-5-1 13:15,7.01623147125121
f1,2023-5-1 13:30,7.638240834861255
f1,2023-5-1 13:45,7.737667903920938
f1,2023-5-1 14:00,8.412616191586041
f1,2023-5-1 14:15,8.556540534291502
f1,2023-5-1 14:30,8.984091458310957
f1,2023-5-1 14:45,9.594796071415864
f1,2023-5-1 15:00,9.609218768827656
f1,2023-5-1 15:15,9.711392451529965
f1,2023-5-1 15:30,9.182041495337486
f1,2023-5-1 15:45,8.656266633417685
f1,2023-5-1 16:00,8.081427822348523
f1,2023-5-1 16:15,8.12889861999237
f1,2023-5-1 16:30,8.18493074134047
f1,2023-5-1 16:45,8.086771997385384
f1,2023-5-1 17:00,8.279169256019374
f1,2023-5-1 17:15,8.376094199291764
f1,2023-5-1 17:30,8.399532792861748
f1,2023-5-1 17:45,8.561157374797101
f1,2023-5-1 18:00,8.677681495490342
f1,2023-5-1 18:15,8.866086891186576
f1,2023-5-1 18:30,8.878425621647404
f1,2023-5-1 18:45,8.857943050884945
f1,2023-5-1 19:00,9.304976780032625
f1,2023-5-1 19:15,9.599310637627212
f1,2023-5-1 19:30,10.189539679345208
f1,2023-5-1 19:45,10.24287006435199
f1,2023-5-1 20:00,10.366046482752813
f1,2023-5-1 20:15,10.59066938767339
f1,2023-5-1 20:30,10.870052353810127
f1,2023-5-1 20:45,10.844947094598567
f1,2023-5-1 21:00,10.86913105927921
f1,2023-5-1 21:15,10.549637971262854
f1,2023-5-1 21:30,10.644060019415882
f1,2023-5-1 21:45,10.80009142645627
f1,2023-5-1 22:00,10.895521710275327
f1,2023-5-1 22:15,10.701350459217785
f1,2023-5-1 22:30,10.665221900166053
f1,2023-5-1 22:45,10.267524431786814
f1,2023-5-1 23:00,10.522631392562477
f1,2023-5-1 23:15,10.25026830387268
f1,2023-5-1 23:30,13.398236710115619
f1,2023-5-1 23:45,16.02655340537935
f1,2023-5-2 0:00,18.867035065905668
f1,2023-5-2 0:15,19.26648602082024
f1,2023-5-2 0:30,19.371489566179843
f1,2023-5-2 0:45,19.45972396330836
f1,2023-5-2 1:00,21.770641912367793
f1,2023-5-2 1:15,22.34699388746723
f1,2023-5-2 1:30,22.472725763972594
f1,2023-5-2 1:45,24.05695110304082
f1,2023-5-2 2:00,23.339050930273466
f1,2023-5-2 2:15,23.148035181949243
f1,2023-5-2 2:30,22.964395693295863
f1,2023-5-2 2:45,23.07124111154551
f1,2023-5-2 3:00,22.20150523547624
f1,2023-5-2 3:15,22.827573901136063
f1,2023-5-2 3:30,21.708969684910333
f1,2023-5-2 3:45,21.698775907674435
f1,2023-5-2 4:00,21.55301740812492
f1,2023-5-2 4:15,21.696260349831668
f1,2023-5-2 4:30,21.70186149280979
f1,2023-5-2 4:45,21.063539742116273
f1,2023-5-2 5:00,20.97922725628372
f1,2023-5-2 5:15,21.003800158468042
f1,2023-5-2 5:30,21.237041258653186
f1,2023-5-2 5:45,21.237041258653186
f1,2023-5-2 6:00,20.47456497862742
f1,2023-5-2 6:15,20.157620713282036
f1,2023-5-2 6:30,20.124098481352185
f1,2023-5-2 6:45,20.379688731159984
f1,2023-5-2 7:00,20.36237586069508
f1,2023-5-2 7:15,19.82339995356272
f1,2023-5-2 7:30,21.0780061625603
f1,2023-5-2 7:45,21.399095102201137
f1,2023-5-2 8:00,21.620092744723305
f1,2023-5-2 8:15,22.10664733049553
f1,2023-5-2 8:30,21.914139903235657
f1,2023-5-2 8:45,22.490189698929456
f1,2023-5-2 9:00,22.8174861906298
f1,2023-5-2 9:15,21.959921919873207
f1,2023-5-2 9:30,21.33770316152766
f1,2023-5-2 9:45,21.055920490783414
f1,2023-5-2 10:00,20.048772888678588
f1,2023-5-2 10:15,18.644115127251183
f1,2023-5-2 10:30,18.14548178055386
f1,2023-5-2 10:45,18.12173199509963
f1,2023-5-2 11:00,17.9822526410025
f1,2023-5-2 11:15,18.07620388579837
f1,2023-5-2 11:30,18.061923996317717
f1,2023-5-2 11:45,18.152574262463418
f1,2023-5-2 12:00,18.14563678327925
f1,2023-5-2 12:15,18.577358680302687
f1,2023-5-2 12:30,18.66144739174904
f1,2023-5-2 12:45,18.306195269531294
f1,2023-5-2 13:00,18.258414130356652
f1,2023-5-2 13:15,18.04506846845872
f1,2023-5-2 13:30,17.743123031030414
f1,2023-5-2 13:45,17.56048323840991
f1,2023-5-2 14:00,17.84265410776702
f1,2023-5-2 14:15,17.23586339038958
f1,2023-5-2 14:30,16.42668717797763
f1,2023-5-2 14:45,14.957234733220943
f1,2023-5-2 15:00,14.735651972156585
f1,2023-5-2 15:15,14.773577932546491
f1,2023-5-2 15:30,14.393090632026544
f1,2023-5-2 15:45,14.443472866978745
f1,2023-5-2 16:00,14.252172663466357
f1,2023-5-2 16:15,14.040584474531869
f1,2023-5-2 16:30,14.302667267358071
f1,2023-5-2 16:45,14.174765807563912
f1,2023-5-2 17:00,13.801014457438052
f1,2023-5-2 17:15,13.801014457438052
f1,2023-5-2 17:30,14.300926497814789
f1,2023-5-2 17:45,15.646534114816813
f1,2023-5-2 18:00,15.630102523909098
